city,name,star,property_type,district,address,languages,bbox,coordinates
Moscow,Guest House Yum Yum,0,Hostels,"Tverskoy, Moscow","27 Ulitsa Aleksandra Nevskogo, Tverskoy, 125047 Moscow, Russia","Russian, Spanish, English","[('55.7519520094556', '37.5236889209709'), ('55.8015679905444', '37.6541770790291')]","(55.77676, 37.588933)"
Moscow,Standard Brusnika Apartments Yuzhnaya,0,Apartments,Moscow,"Dnepropetrovskaya Ulitsa 3 Bldg 2, 117525 Moscow, Russia","Russian, English","[('55.4963953935554', '37.552829'), ('55.7449127', '37.6582429680786')]","(55.6206540467777, 37.6055359840393)"
Moscow,Апартаменты Строгинский бульвар 26к3,0,Apartments,"Strogino, Moscow","Москва, Строгинский бульвар 26 корпус 3, Strogino, 123592 Moscow, Russia","Russian, English","[('55.7389686630968', '37.2418905841309'), ('55.8644730216257', '37.570438')]","(55.8017208423612, 37.4061642920655)"
Moscow,KvartiraSvobodna - Kudrinskaya ploshad dom 1 - Vysotka,0,Apartments,"Presnensky, Moscow","1, Кудринская площадь, Москва, Россия, Presnensky, 123242 Moscow, Russia","Russian, English","[('55.7390389483763', '37.5293008202725'), ('55.7792814516237', '37.6324695797275')]","(55.7591602, 37.5808852)"
Moscow,Apartment on Yartsevskaya 28,0,Apartments,"Kuntsevo, Moscow","Yartsevskaya ulitsa  H.28  ap.114, Kuntsevo, 121351 Moscow, Russia","Russian, English","[('55.6735493535026', '37.2276230895493'), ('55.805236', '37.6043988220902')]","(55.7393926767513, 37.4160109558197)"
Moscow,ApartLux Nametkina Suite,0,Apartments,Moscow,"Ulitsa Nametkina 9, 117420 Moscow, Russia","Russian, English","[('55.4856593162359', '37.3723576404154'), ('55.8422075496337', '37.7302350712239')]","(55.6639334329348, 37.5512963558197)"
Moscow,Apartments Leningradskiy prospekt,0,Apartments,"Begovoy, Moscow","Ленинградский проспект 33А, кв.174, Begovoy, 125284 Moscow, Russia","Russian, English","[('55.66352', '37.4932784604876'), ('55.9132174832331', '37.6225501506269')]","(55.7883687416165, 37.5579143055572)"
Moscow,Апартаменты на Большой Якиманке 32,0,Apartments,"Yakimanka, Moscow","32 Ulitsa Bol'shaya Yakimanka, Yakimanka, 119049 Moscow, Russia",,"[('55.6437680155904', '37.5504593513489'), ('55.8259259844096', '37.6744006486511')]","(55.734847, 37.61243)"
Moscow,DenIrdivi,0,Apartments,"Strogino, Moscow","Isakovskogo Ulitsa, 16-1 1 этаж, Strogino, 123181 Moscow, Russia","Russian, English","[('55.7389686630968', '37.3990515298859'), ('55.8857133369032', '37.4220444701141')]","(55.812341, 37.410548)"
Moscow,City Inn Apartment on Frunzenskaya,0,Apartments,"Khamovniki, Moscow","2-ya Frunzenskaya Street 10, Khamovniki, 119146 Moscow, Russia",,"[('55.6664753011852', '37.5281499015808'), ('55.780724', '37.63505')]","(55.7235996505926, 37.5815999507904)"
Moscow,Новый Арбат 26,0,Apartments,"Arbat, Moscow","26 ulitsa Novyy Arbat, Arbat, 121069 Moscow, Russia","Russian, Italian, English","[('55.7331264', '37.5673171779098'), ('55.7731476', '37.6043988220902')]","(55.753137, 37.585858)"
Moscow,Luxury Apartment near Red Square,0,Apartments,"Tverskoy, Moscow","Ulitsa Fadeyeva 4A, Tverskoy, 125047 Moscow, Russia","Russian, Italian, English, German","[('55.739339', '37.5134605724944'), ('55.8105217624674', '37.6869254748688')]","(55.7749303812337, 37.6001930236816)"
Moscow,Apartment on Iskry,0,Apartments,Moscow,"Iskry str 13 korpus 1, apt. 313, 129344 Moscow, Russia","Russian, Spanish, English","[('55.703957', '37.5599678490738'), ('56.021717', '37.7652221509262')]","(55.862837, 37.662595)"
Moscow,Hostels Rus - Usadba,0,Hostels,"Tagansky, Moscow","Taganskaya street 13 bldg. 3, Tagansky, 109147 Moscow, Russia","Russian, Japanese, Italian, French, English, German","[('55.7023419708434', '37.6344579188583'), ('55.779008', '37.6879829425185')]","(55.7406749854217, 37.6612204306884)"
Moscow,Dom na Kutuzovskiy prospect,0,Apartments,"Third Transport Ring, Moscow","Kutuzovsky Avenue, Dorogomilovo, 121248 Moscow, Russia",,"[('55.7190468', '37.5162242'), ('55.7778372', '37.6057658')]","(55.748442, 37.560995)"
Moscow,Apartservice Navigator,0,Apartments,"Horoshovsky, Moscow","2 Khodynskiy Bul'var A005, Horoshovsky, 125167 Moscow, Russia","Russian, English","[('55.730591', '37.4285885050659'), ('55.847167', '37.6470994949341')]","(55.788879, 37.537844)"
Moscow,Tehnopark Apartments,0,Apartments,"Danilovsky, Moscow","Avtozavodskaya Ulitsa 23 build  931 , Danilovsky, 115280 Moscow, Russia",,"[('55.534303476039', '37.5653072'), ('55.8463434383553', '37.751875646924')]","(55.6903234571972, 37.658591423462)"
Moscow,Hostel Artist on Kurskaya,0,Hostels,"Basmanny, Moscow","Staraya Basmannaya 18 bld 8, Basmanny, 105066 Moscow, Russia","Turkish, Russian, English, Azerbaijani","[('55.75065', '37.5991553031105'), ('55.7809321431933', '37.7273428355125')]","(55.7657910715967, 37.6632490693115)"
Moscow,Apartment Tolstoy,0,Apartments,"Third Transport Ring, Moscow","Kutuzovsky Avenue, Dorogomilovo, 121248 Moscow, Russia","Russian, English","[('55.7283250596242', '37.53327401'), ('55.7727549403758', '37.59179599')]","(55.75054, 37.562535)"
Moscow,Hotel Shelton,0,Hotels,"Zamoskvorechye, Moscow","1А Koroviy Val Ulitsa стр 3, Zamoskvorechye, 115093 Moscow, Russia","Russian, English","[('55.6852076305049', '37.6043988220902'), ('55.7725783694951', '37.6380011779098')]","(55.728893, 37.6212)"
Moscow,GorodM Apartment near the Clean Ponds,0,Apartments,"Basmanny, Moscow","5 корпус 7 Bol'shoy Khariton'yevskiy Pereulok, Basmanny, 101000 Moscow, Russia","Russian, English","[('55.66352', '37.5890589000001'), ('55.86538', '37.6982550999999')]","(55.76445, 37.643657)"
Moscow,Apartments on Ukrainskiy bul 8,0,Apartments,"Third Transport Ring, Moscow","Ukrainskiy Boulevard, 8, Bldg.1 , Dorogomilovo, 121059 Moscow, Russia","Russian, English, Greek","[('55.7407970241907', '37.5463202019577'), ('55.7525909377843', '37.5855910778046')]","(55.7466939809875, 37.5659556398812)"
Moscow,Four Squares Apartments Tverskaya 15,0,Apartments,"Tverskoy, Moscow","Tverskaya ulitsa, 15, Tverskoy, 125009 Moscow, Russia","Russian, English","[('55.737823', '37.538121'), ('55.787165', '37.677771')]","(55.762494, 37.607946)"
Moscow,Mini-Hotel Sultan Plus,0,Inns,"Third Transport Ring, Moscow","Skakovaya Ulitsa 36, Begovoy, 125040 Moscow, Russia",,"[('55.66352', '37.3573053627044'), ('55.88986', '37.7903846372956')]","(55.77669, 37.573845)"
Moscow,Kvart-Hotel Taganka,0,Apartments,"Tagansky, Moscow","Marksitskaya Street 5, Tagansky, 109147 Moscow, Russia","Russian, English","[('55.724952', '37.565146'), ('55.74949344', '37.76300976')]","(55.73722272, 37.66407788)"
Moscow,Hotel Invite SPA,0,Hotels,Moscow,"Pererva 62, 109451 Moscow, Russia",,"[('55.5596494441803', '37.6168591951065'), ('55.7697660533217', '37.9174769620367')]","(55.664707748751, 37.7671680785716)"
Moscow,GorodM designer Apartment Red Square,0,Apartments,"Tverskoy, Moscow","Ulitsa Bol'shaya Dmitrovka 7/5, Tverskoy, 125009 Moscow, Russia","Russian, English","[('55.7427275834269', '37.5819791273'), ('55.7786584165731', '37.6459568727')]","(55.760693, 37.613968)"
Moscow,Apartment Egypt,0,Apartments,"Kuntsevo, Moscow","20 Elninskaya ulitsa, Kuntsevo, 121552 Moscow, Russia",,"[('55.6830821719857', '37.2736509402282'), ('55.7948551542078', '37.570438')]","(55.7389686630968, 37.4220444701141)"
Moscow,Apartment on Komsomolsky Prospekt 34,0,Apartments,"Khamovniki, Moscow","Komsomolsky Prospekt 34, Khamovniki, 119146 Moscow, Russia","Russian, English","[('55.6359601426305', '37.3637212797622'), ('55.8127318573695', '37.7912347202378')]","(55.724346, 37.577478)"
Moscow,Sleep at Home Hotel,0,Hotels,"Khamovniki, Moscow","Ulitsa Prechistenka 17/9, Khamovniki, 119034 Moscow, Russia","Russian, English","[('55.7139318425127', '37.5117243841309'), ('55.7700148206381', '37.679091')]","(55.7419733315754, 37.5954076920655)"
Moscow,Family apartment on Petrovka 26,0,Apartments,"Tverskoy, Moscow","Ulitsa Petrovka 26 Stroenie 2 Kvartira 20, Tverskoy, 127051 Moscow, Russia","Russian, English","[('55.7266023507446', '37.531836'), ('55.8048999', '37.7038394606048')]","(55.7657511253723, 37.6178377303024)"
Moscow,Caravan apartments,0,Apartments,"Tushino Uzhnoe, Moscow","Лодочная дом 9, к 4, Tushino Uzhnoe, 123362 Moscow, Russia","Russian, English","[('55.693468', '37.2500589000001'), ('55.983812', '37.6645349')]","(55.83864, 37.4572969000001)"
Moscow,Lakshmi Great Apartment Afanasievsky,0,Apartments,"Khamovniki, Moscow","Bolshoy Afanasyevsky Pereulok 11/13, Khamovniki, 119019 Moscow, Russia","Ukrainian, Russian, English","[('55.724517', '37.5404599999999'), ('55.767959', '37.653006')]","(55.746238, 37.596733)"
Moscow,City Heart Apartments Kievskaya,0,Apartments,"Third Transport Ring, Moscow","Ulitsa Rayevskogo 3, Dorogomilovo, 121151 Moscow, Russia","Ukrainian, Russian, Estonian, English","[('55.6457007281346', '37.3724639588607'), ('55.8441246718654', '37.7331940411393')]","(55.7449127, 37.552829)"
Moscow,Apart-Hotel Just-M,0,Aparthotels,Moscow,"Ulitsa Akademika Millionshchikova 20A, 115446 Moscow, Russia",,"[('55.5352971527658', '37.4961317129669'), ('55.7987213633882', '37.7957448727693')]","(55.667009258077, 37.6459382928681)"
Moscow,Cosy-2 Apartments on Kievskaya,0,Apartments,"Third Transport Ring, Moscow","Kutuzovskii prospect 5/3, korpus 2, Dorogomilovo, 121248 Moscow, Russia","Russian, English","[('55.7279175264741', '37.480753455442'), ('55.7694065823813', '37.6555881809509')]","(55.7486620544277, 37.5681708181964)"
Moscow,Kremlin Suite with Balcony (Т15),0,Apartments,"Tverskoy, Moscow","Tverskaya Ulitsa, 15, Tverskoy, 125009 Moscow, Russia","Russian, English","[('55.6779187', '37.5578262121643'), ('55.8458860096375', '37.658986')]","(55.7619023548187, 37.6084061060822)"
Moscow,Apartment on 1905 goda,0,Apartments,"Presnensky, Moscow","Ulitsa 1905 goda 5, Presnensky, 123100 Moscow, Russia",,"[('55.748104297703', '37.5249044805908'), ('55.772040143045', '37.59111')]","(55.760072220374, 37.5580072402954)"
Moscow,Qube Capsule Hotel,0,Capsule hotels,"Zamoskvorechye, Moscow","Shlyuzovaya Naberezhnaya 4, 1 etazh, vkhod s Kozhevnichevskogo , Zamoskvorechye, 115114 Moscow, Russia","Russian, English","[('55.6469268921396', '37.512735'), ('55.815296', '37.7772258075486')]","(55.7311114460698, 37.6449804037743)"
Moscow,Apartment Mitino Park,0,Apartments,Moscow,"15 Pyatnitskoye shosse, 125464 Moscow, Russia",,"[('55.7653549659415', '37.2494238643402'), ('55.9205538340585', '37.5100753356598')]","(55.8429544, 37.3797496)"
Moscow,Business Brusnika Apartment Serpukhovskaya,0,Apartments,"Third Transport Ring, Moscow","Vtoroy Pavlovskiy Pereulok 20, Danilovsky, 115093 Moscow, Russia","Russian, English","[('55.6853930138774', '37.5959642'), ('55.7494547934204', '37.667764895459')]","(55.7174239036489, 37.6318645477295)"
Moscow,Bolshoy Afanasievsky Apartment,0,Apartments,"Arbat, Moscow","35/37 Bolshoy Afanasyevskiy pereulok, Arbat, 119019 Moscow, Russia","Russian, Spanish, English, German","[('55.7421505331205', '37.5399364'), ('55.7567590537203', '37.651992')]","(55.7494547934204, 37.5959642)"
Moscow,Apartment na Krasnopresnenskoy,0,Apartments,"Presnensky, Moscow","6 Presnenskiy pereulok, Presnensky, 123242 Moscow, Russia","Russian, Romanian","[('55.740036', '37.4093938452995'), ('55.7820241096054', '37.7336763240121')]","(55.7610300548027, 37.5715350846558)"
Moscow,"Kremlin Apartments on Tverskaya Street, 17",0,Apartments,"Tverskoy, Moscow","17 Tverskaya ulitsa, Tverskoy, 125009 Moscow, Russia","Chinese, Russian, French, English","[('55.66352', '37.5847498293609'), ('55.8642952682674', '37.6272001092621')]","(55.7639076341337, 37.6059749693115)"
Moscow,Lakshmi Universitet,0,Apartments,"Gagarinsky, Moscow","Ulitsa Stroiteley 6/2, Gagarinsky, 119311 Moscow, Russia","Russian, English","[('55.506948', '37.393557'), ('55.86885', '37.676505')]","(55.687899, 37.535031)"
Moscow,Moscow Tower Apartment,0,Guest houses,"Presnensky, Moscow","8b1 Presnenskaya Naberezhnaya, Presnensky, 123317 Moscow, Russia","Russian, English","[('55.714205', '37.415142'), ('55.782483', '37.659444')]","(55.748344, 37.537293)"
Moscow,SoulRus,0,Apartments,"Butyrsky, Moscow","ул. Новодмитровская д2 корп6, Butyrsky, 127015 Moscow, Russia","Russian, English","[('55.6308707683529', '37.4569912411418'), ('55.9787672316471', '37.7231927588582')]","(55.804819, 37.590092)"
Moscow,Lux Apartments - Yakimanka,0,Apartments,"Yakimanka, Moscow","52 ulitsa Bolshaya Yakimanka, Yakimanka, 119049 Moscow, Russia","Russian, English","[('55.6375853996622', '37.391454'), ('55.8259259844096', '37.831405796295')]","(55.7317556920359, 37.6114298981475)"
Moscow,Flatio on Bolshaiy Serpuhovskoy,0,Apartments,"Zamoskvorechye, Moscow","Bolshaya Serpukhovskaya ul., 34к4, Zamoskvorechye, 115093 Moscow, Russia","Russian, English","[('55.6762386327163', '37.58063919'), ('55.7730028612839', '37.6689042676722')]","(55.7246207470001, 37.6247717288361)"
Moscow,OKO-ART,0,Apartments,"Third Transport Ring, Moscow","Kutuzovsky Avenue, Dorogomilovo, 121108 Moscow, Russia","Russian, English","[('55.7360916745749', '37.5043438506088'), ('55.7649083411956', '37.6356142759323')]","(55.7505000078853, 37.5699790632706)"
Moscow,Cosy Apartments on Kievskaya,0,Apartments,"Third Transport Ring, Moscow","Ukrainsky Bulvar 8 bldg 1, Dorogomilovo, 121059 Moscow, Russia","Russian, English","[('55.7225009425982', '37.4220444701141'), ('55.770884', '37.7096683261811')]","(55.7466924712991, 37.5658563981476)"
Moscow,Апартаменты на Маяковской,0,Apartments,"Tverskoy, Moscow","20 1-Ya Tverskaya-Yamskaya Ulitsa, Tverskoy, 125047 Moscow, Russia",,"[('55.7531540506259', '37.4296111583786'), ('55.7936219493741', '37.7517968416214')]","(55.773388, 37.590704)"
Moscow,Nasledie Hotel,0,Hotels,"Alexeevsky, Moscow","Ulitsa Kosmonavtov 2, Alexeevsky, 129366 Moscow, Russia",,"[('55.8024751834269', '37.6123364225736'), ('55.8384060165731', '37.6764123774265')]","(55.8204406, 37.6443744000001)"
Moscow,Apartment on Shchelkovskoye shosse 57к1,0,Apartments,Moscow,"Shchelkovskoye shosse, 57к1, 107241 Moscow, Russia",,"[('55.651136', '37.5477824957009'), ('55.9696735378376', '38.0342955042991')]","(55.8104047689188, 37.791039)"
Moscow,Квартира в Москве,0,Apartments,"Meshchansky, Moscow","Zvonarskiy pereulok, 1 6, Meshchansky, 107031 Moscow, Russia","Russian, English","[('55.741239', '37.591675'), ('55.7883248', '37.650442')]","(55.7647819, 37.6210585)"
Moscow,Kvart-Hotel Europe,0,Apartments,"Third Transport Ring, Moscow","Berezhkovskaya naberezhnaya 4, Dorogomilovo, 121059 Moscow, Russia","Russian, English","[('55.6102464264544', '37.535037'), ('55.87062', '37.599510264804')]","(55.7404332132272, 37.567273632402)"
Moscow,Kvart-Hotel Promenade,0,Apartments,"Third Transport Ring, Moscow","Berezhkovskaya Naberezhnaya 4, Dorogomilovo, 121059 Moscow, Russia","Russian, English","[('55.708025711115', '37.4760630655792'), ('55.771001108885', '37.6562297344208')]","(55.73951341, 37.5661464)"
Moscow,Lux Apartment Oktyabrskoe Pole,0,Apartments,"Horoshovo-Mnevniki, Moscow","Berzarina 3, Korpus 1, Horoshovo-Mnevniki, 123298 Moscow, Russia","Russian, English","[('55.7380519021244', '37.3878467644756'), ('55.8344080755365', '37.5929277064106')]","(55.7862299888304, 37.4903872354431)"
Moscow,Apartments on 2-aya Khutorskaya,0,Apartments,"Savelovsky, Moscow","2-aya Khutorskaya Ulitsa 20, Savelovsky, 127287 Moscow, Russia",,"[('55.750055', '37.4863250000001'), ('55.862837', '37.662595')]","(55.806446, 37.57446)"
Moscow,Leon Hotel,0,Hotels,"Third Transport Ring, Moscow","Partiynyy Pereulok 1, Danilovsky, 115093 Moscow, Russia",,"[('55.7057767121487', '37.6118382380981'), ('55.7371512878513', '37.6489177619019')]","(55.721464, 37.630378)"
Moscow,Apartment on Krasnaya Presnya 12,0,Apartments,"Presnensky, Moscow","12 ulitsa Krasnaya Presnya, Presnensky, 123242 Moscow, Russia",,"[('55.6492264361606', '37.4735096096992'), ('55.8745552387884', '37.6714221839409')]","(55.7618908374745, 37.5724658968201)"
Moscow,Apart4You M-House Black,0,Apartments,Moscow,"2 ulitsa Akademika Yangelya, 117535 Moscow, Russia",,"[('55.4569126991641', '37.406622227771'), ('55.7367065008359', '37.793869972229')]","(55.5968096, 37.6002461)"
Moscow,Apartment na Polesskom,0,Apartments,"Pokrovskoe-Streshnevo, Moscow","4 Polesskiy proyezd, Pokrovskoe-Streshnevo, 125367 Moscow, Russia",,"[('55.7799198', '37.442299'), ('55.845378', '37.4965030000002')]","(55.8126489, 37.4694010000001)"
Moscow,Mini Hotel Atmosphere,0,Inns,"Khamovniki, Moscow","Savvinskaya Naberezhnaya 7, bulding 3, Khamovniki, 119121 Moscow, Russia","Russian, English","[('55.7204015399405', '37.5495897865082'), ('55.753405140598', '37.591307')]","(55.7369033402692, 37.5704483932541)"
Moscow,Apartment on Shabolovka 23,0,Apartments,"Yakimanka, Moscow","Ulitsa Shabolovka 23 Bldg. 2, Yakimanka, 119049 Moscow, Russia","Russian, English, German","[('55.659527', '37.5426882255867'), ('55.785315', '37.6792997744133')]","(55.722421, 37.610994)"
Moscow,Apartment na Berezhkovskoy,0,Apartments,"Third Transport Ring, Moscow","Berezhkovskaya Naberezhnaya, 4, Dorogomilovo, 121059 Moscow, Russia","Russian, English","[('55.6758195487254', '37.49057367153'), ('55.8050648356538', '37.6444990156419')]","(55.7404421921896, 37.567536343586)"
Moscow,"Apartment na Krasnogvardeiskom Proezde 8, Bldg 1",0,Apartments,"Presnensky, Moscow","2-oy Krasnogvardeiskiy Proezd 8, Bldg 1, Presnensky, 123317 Moscow, Russia",,"[('55.7468675849878', '37.4709151'), ('55.7589904150122', '37.5974807')]","(55.752929, 37.5341979)"
Moscow,Lux Apartments - Kutuzovskiy prospekt,0,Apartments,"Third Transport Ring, Moscow","33 Kutuzovskiy prospekt, Dorogomilovo, 121165 Moscow, Russia","Russian, English","[('55.6803553371156', '37.3360003909978'), ('55.802243910704', '37.7443597465754')]","(55.7412996239098, 37.5401800687866)"
Moscow,Apartment on Korovinskoye shosse 6,0,Apartments,Moscow,"Korovinskoye shosse 6, 127486 Moscow, Russia",,"[('55.693468', '37.3902830000002'), ('56.04427', '37.6858569999999')]","(55.868869, 37.5380700000001)"
Moscow,City Inn Taganka,0,Apartments,"Tagansky, Moscow","Yauzskaya Ulitsa 6-8, Tagansky, 109240 Moscow, Russia",,"[('55.7409084064618', '37.5717972441803'), ('55.753065', '37.7196316123031')]","(55.7469867032309, 37.6457144282417)"
Moscow,Apartment Kulikovskaya,0,Apartments,"Severnoye Butovo, Moscow","9 корпус 1 Kulikovskaya Ulitsa, Severnoye Butovo, 117216 Moscow, Russia",,"[('55.4455272013974', '37.4926944449544'), ('55.6879927986026', '37.6294455550456')]","(55.56676, 37.56107)"
Moscow,Apartment Allinrent Voykovskaya,0,Apartments,"Voykovsky, Moscow","Shestoy Novopodmoskovny pereulok 3, Voykovsky, 125130 Moscow, Russia",,"[('55.681895', '37.3485432567895'), ('55.9641272849255', '37.6727977395058')]","(55.8230111424627, 37.5106704981476)"
Moscow,Europe Art,0,Apartments,"Third Transport Ring, Moscow","8 Bol'shaya Dorogomilovskaya Ulitsa, Dorogomilovo, 121059 Moscow, Russia","Russian, English","[('55.7191645671137', '37.4510649325408'), ('55.7733634328863', '37.6797470674592')]","(55.746264, 37.565406)"
Moscow,Diadema Apart Hotel,0,Aparthotels,Moscow,"Bratislavskaya Ulitsa 6, entrance 4, 109341 Moscow, Russia",,"[('55.5529151594438', '37.643911'), ('55.7753165797978', '37.8621406468352')]","(55.6641158696208, 37.7530258234176)"
Moscow,LuxApartments метро Комсомольская,0,Apartments,"Krasnoselsky, Moscow","2/7 Novoryazanskaya ulitsa, Krasnoselsky, 107078 Moscow, Russia","Russian, English","[('55.744823', '37.558456'), ('55.7979318', '37.7518736')]","(55.7713774, 37.6551648)"
Moscow,Hostel ARTIST on Baumanskaya,0,Hostels,"Basmanny, Moscow","Baumanskaya ulitsa 20 stroenie 7, Basmanny, 105005 Moscow, Russia","Russian, English","[('55.7371713801365', '37.617182135582'), ('55.8131670629299', '37.7359533609604')]","(55.7751692215332, 37.6765677482712)"
Moscow,Апартаменты,0,Apartments,Moscow,"ulitsa Bolshaya Filevskaya 59к2 квартира 43, 121433 Moscow, Russia",,"[('55.6714151196338', '37.2337272803264'), ('55.8048999', '37.694115')]","(55.7381575098169, 37.4639211401632)"
Moscow,2rm apt Bryanskaya 2,0,Apartments,"Third Transport Ring, Moscow","2 Bryanskaya Ulitsa apt.77, Dorogomilovo, 121059 Moscow, Russia","Russian, English","[('55.7235258923227', '37.513434'), ('55.7651861076773', '37.61368')]","(55.744356, 37.563557)"
Moscow,Mini Hotel Mary Poppins,0,Hotels,"Zamoskvorechye, Moscow","Pyatnitskaya Ulitsa 37, Zamoskvorechye, 119017 Moscow, Russia","Russian, English","[('55.7051330081557', '37.573851328234'), ('55.7724243347783', '37.6831711828709')]","(55.738778671467, 37.6285112555524)"
Moscow,Lux Apartments - Shmitovsky proezd,0,Apartments,"Presnensky, Moscow","46 k2 Shmitovskiy proyezd, Presnensky, 123290 Moscow, Russia","Russian, English","[('55.6886107674426', '37.3766052281724'), ('55.8235912325574', '37.6633107718276')]","(55.756101, 37.519958)"
Moscow,Apartment on Alyab'yeva,0,Apartments,"Filevsky Park, Moscow","Ulitsa Alyab'yeva 4к3, Filevsky Park, 121309 Moscow, Russia",,"[('55.6641032997358', '37.3309445050659'), ('55.8224687002642', '37.6470994949341')]","(55.743286, 37.489022)"
Moscow,Orange on Tverskoy Boulevard,0,Inns,"Presnensky, Moscow","Tverskoy bulvar 9, Presnensky, 123104 Moscow, Russia","Turkish, Russian, English, Belarusian","[('55.66352', '37.5545786255204'), ('55.8553779501304', '37.6434739')]","(55.7594489750652, 37.5990262627602)"
Moscow,Apartment on Rublevskoye 9,0,Apartments,Moscow,"9 Rublevskoye shosse apt 41, 121108 Moscow, Russia",,"[('55.687654', '37.327788'), ('55.771752', '37.576316')]","(55.729703, 37.452052)"
Moscow,Old Arbat * Couple s Getaway,0,Apartments,"Arbat, Moscow","Arbat Street , Dom 30/3 C2, Arbat, 119002 Moscow, Russia","Russian, French, Spanish, English","[('55.7268824', '37.5465346067459'), ('55.770284', '37.6303729932541')]","(55.7485832, 37.5884538)"
Moscow,Lakshmi Apartment Great Classic,0,Apartments,"Khamovniki, Moscow","Smolenskiy bulvar, 15 , Khamovniki, 101000 Moscow, Russia","Russian, English","[('55.7161354162883', '37.5561465344545'), ('55.7676671366914', '37.6085615158081')]","(55.7419012764899, 37.5823540251313)"
Moscow,Bakuleva 6 Apartment,0,Apartments,Moscow,"Ulitsa Akademika Bakuleva 6, 117513 Moscow, Russia","Russian, English","[('55.5731680379971', '37.3523846699753'), ('55.7125757698684', '37.6168591951065')]","(55.6428719039328, 37.4846219325409)"
Moscow,Hotel Compas,0,Hotels,Moscow,"Ulitsa Bratislavskaya 14, 109451 Moscow, Russia","Turkish, Russian","[('55.57606055174', '37.5682693719864'), ('55.74193984826', '37.9447368280136')]","(55.6590002, 37.7565031)"
Moscow,R&I на Тверской,0,Apartments,"Tverskoy, Moscow","1А Kozitskiy Pereulok, Tverskoy, 125009 Moscow, Russia","Russian, English","[('55.738778671467', '37.5567734241486'), ('55.790277328533', '37.6599945758514')]","(55.764528, 37.608384)"
Moscow,Moscow for You Expo Apartments,0,Apartments,"Presnensky, Moscow","Ulitsa Podvoiskogo 6, Presnensky, 123317 Moscow, Russia","Russian, English","[('55.6115911599864', '37.2828754315978'), ('55.9086498676253', '37.7903846372956')]","(55.7601205138059, 37.5366300344467)"
Moscow,Elegant Studio on Marinoy Rosha,0,Apartments,"Maryina Roshcha, Moscow","2-aya Ulitsa Marinoy Roshi 14, Maryina Roshcha, 129085 Moscow, Russia","Russian, English","[('55.7625514', '37.5569611787796'), ('55.83172718801', '37.6819513230728')]","(55.797139294005, 37.6194562509262)"
Moscow,Arbat Novinsky US Embassy Apartment,0,Apartments,"Arbat, Moscow","Novinsky Bulvar 14-16, Arbat, 121069 Moscow, Russia","Russian, English, German","[('55.7309372441779', '37.4220444701141'), ('55.7761577006095', '37.747117767984')]","(55.7535474723937, 37.5845811190491)"
Moscow,Park and Central Apartment,0,Apartments,Moscow,"Panferova str., 16/1, 119261 Moscow, Russia","Russian, Portuguese, English","[('55.59598736924', '37.3476705790987'), ('55.7667472140004', '37.7429999999999')]","(55.6813672916202, 37.5453352895493)"
Moscow,Monetchiki Apartment,0,Apartments,"Zamoskvorechye, Moscow","Tretiy Monetchikovskiy pereulok 17, Zamoskvorechye, 115054 Moscow, Russia","Russian, English","[('55.679582798308', '37.5890589000001'), ('55.782580601692', '37.6706576999999')]","(55.7310817, 37.6298583)"
Moscow,Apartment on Filevskaya 4,0,Apartments,"Filevsky Park, Moscow","Большая Филевская 4, Filevsky Park, 121087 Moscow, Russia","Russian, French, English","[('55.7361787787646', '37.4813844586543'), ('55.7721096119108', '37.545351462061')]","(55.7541441953377, 37.5133679603576)"
Moscow,Lakshmi Apartment Belorussky,0,Apartments,"Third Transport Ring, Moscow","Skakovaya Ulitsa,13, Bldg. 2, Begovoy, 101000 Moscow, Russia","Russian, English","[('55.7078773378763', '37.4831754067457'), ('55.8510930326015', '37.6604934779099')]","(55.7794851852389, 37.5718344423278)"
Moscow,Polyanka deux Residence,0,Apartments,"Yakimanka, Moscow","Ulitsa Bol'shaya Polyanka 28, Yakimanka, 119180 Moscow, Russia","Russian, French, English, German","[('55.689169', '37.5652879828033'), ('55.782597', '37.6722460171967')]","(55.735883, 37.618767)"
Moscow,"Lux Apartments Gilyarovskogo, 4",0,Apartments,"Meshchansky, Moscow","Gilyarovskogo Ulitsa 4 Bldg. 1, Meshchansky, 129090 Moscow, Russia","Russian, English","[('55.7236154651353', '37.5822545999999'), ('55.8259259844096', '37.6794203190491')]","(55.7747707247725, 37.6308374595245)"
Moscow,Busines Brusnika Apartment Tyoply Stan,0,Apartments,Moscow,"Ulitsa Generala Tyuleneva 31, 117465 Moscow, Russia",,"[('55.578589', '37.4903754285889'), ('55.654757', '37.495209939534')]","(55.616673, 37.4927926840614)"
Moscow,Baumanskaya Apartment,0,Apartments,"Basmanny, Moscow","Bolshaya Pochtovaya ulitsa Дом 61-67, строение 1, Кв 66, этаж 2, Basmanny, 105082 Moscow, Russia","Russian, English","[('55.7141060003627', '37.54786849'), ('55.8447459966017', '37.8452895338343')]","(55.7794259984822, 37.6965790119172)"
Moscow,Mosapts Sadovaya Kudrinskaya 21a,0,Apartments,"Presnensky, Moscow","Sadovaya-Kudrinskaya Ulitsa, 21A, ap 28, Presnensky, 123001 Moscow, Russia",,"[('55.667119', '37.503555'), ('55.863745', '37.675035')]","(55.765432, 37.589295)"
